number_units_sold,make,model_,date
770,Chevrolet,Spark,2019-09-01
637,Chevrolet,Spark,2019-10-01
541,Chevrolet,Spark,2019-11-01
419,Chevrolet,Spark,2019-12-01
138,Chevrolet,Suburban,2019-01-01
158,Chevrolet,Suburban,2019-02-01
238,Chevrolet,Suburban,2019-03-01
248,Chevrolet,Suburban,2019-04-01
276,Chevrolet,Suburban,2019-05-01
0,Chevrolet,Suburban,2019-06-01
240,Chevrolet,Suburban,2019-07-01
251,Chevrolet,Suburban,2019-08-01
114,Chevrolet,Suburban,2019-09-01
199,Chevrolet,Suburban,2019-10-01
169,Chevrolet,Suburban,2019-11-01
97,Chevrolet,Suburban,2019-12-01
177,Chevrolet,Tahoe,2019-01-01
203,Chevrolet,Tahoe,2019-02-01
305,Chevrolet,Tahoe,2019-03-01
318,Chevrolet,Tahoe,2019-04-01
354,Chevrolet,Tahoe,2019-05-01
267,Chevrolet,Tahoe,2019-06-01
308,Chevrolet,Tahoe,2019-07-01
322,Chevrolet,Tahoe,2019-08-01
500,Chevrolet,Tahoe,2019-09-01
355,Chevrolet,Tahoe,2019-10-01
302,Chevrolet,Tahoe,2019-11-01
151,Chevrolet,Tahoe,2019-12-01
319,Chevrolet,Traverse,2019-01-01
365,Chevrolet,Traverse,2019-02-01
550,Chevrolet,Traverse,2019-03-01
572,Chevrolet,Traverse,2019-04-01
637,Chevrolet,Traverse,2019-05-01
481,Chevrolet,Traverse,2019-06-01
555,Chevrolet,Traverse,2019-07-01
580,Chevrolet,Traverse,2019-08-01
610,Chevrolet,Traverse,2019-09-01
537,Chevrolet,Traverse,2019-10-01
457,Chevrolet,Traverse,2019-11-01
115,Chevrolet,Traverse,2019-12-01
221,Chevrolet,Trax,2019-01-01
253,Chevrolet,Trax,2019-02-01
381,Chevrolet,Trax,2019-03-01
397,Chevrolet,Trax,2019-04-01
442,Chevrolet,Trax,2019-05-01
333,Chevrolet,Trax,2019-06-01
385,Chevrolet,Trax,2019-07-01
403,Chevrolet,Trax,2019-08-01
866,Chevrolet,Trax,2019-09-01
617,Chevrolet,Trax,2019-10-01
648,Chevrolet,Trax,2019-11-01
352,Chevrolet,Trax,2019-12-01
214,Chevrolet,Volt,2019-01-01
245,Chevrolet,Volt,2019-02-01
369,Chevrolet,Volt,2019-03-01
384,Chevrolet,Volt,2019-04-01
427,Chevrolet,Volt,2019-05-01
323,Chevrolet,Volt,2019-06-01
373,Chevrolet,Volt,2019-07-01
390,Chevrolet,Volt,2019-08-01
60,Chevrolet,Volt,2019-09-01
47,Chevrolet,Volt,2019-10-01
22,Chevrolet,Volt,2019-11-01
1,Chevrolet,Volt,2019-12-01
0,Chrysler,200,2019-01-01
0,Chrysler,200,2019-02-01
0,Chrysler,200,2019-03-01
0,Chrysler,200,2019-04-01
1,Chrysler,200,2019-05-01
0,Chrysler,200,2019-06-01
0,Chrysler,200,2019-07-01
0,Chrysler,200,2019-08-01
0,Chrysler,200,2019-09-01
0,Chrysler,200,2019-10-01
0,Chrysler,200,2019-11-01
0,Chrysler,200,2019-12-01
112,Chrysler,300,2019-01-01
278,Chrysler,300,2019-02-01
738,Chrysler,300,2019-03-01
248,Chrysler,300,2019-04-01
163,Chrysler,300,2019-05-01
210,Chrysler,300,2019-06-01
272,Chrysler,300,2019-07-01
312,Chrysler,300,2019-08-01
23,Chrysler,300,2019-09-01
163,Chrysler,300,2019-10-01
139,Chrysler,300,2019-11-01
41,Chrysler,300,2019-12-01
277,Chrysler,Pacifica,2019-01-01
235,Chrysler,Pacifica,2019-02-01
304,Chrysler,Pacifica,2019-03-01
264,Chrysler,Pacifica,2019-04-01
537,Chrysler,Pacifica,2019-05-01
599,Chrysler,Pacifica,2019-06-01
345,Chrysler,Pacifica,2019-07-01
396,Chrysler,Pacifica,2019-08-01
265,Chrysler,Pacifica,2019-09-01
279,Chrysler,Pacifica,2019-10-01
237,Chrysler,Pacifica,2019-11-01
93,Chrysler,Pacifica,2019-12-01
270,Dodge,Challenger,2019-01-01
183,Dodge,Challenger,2019-02-01
198,Dodge,Challenger,2019-03-01
167,Dodge,Challenger,2019-04-01
307,Dodge,Challenger,2019-05-01
238,Dodge,Challenger,2019-06-01
212,Dodge,Challenger,2019-07-01
243,Dodge,Challenger,2019-08-01
141,Dodge,Challenger,2019-09-01
166,Dodge,Challenger,2019-10-01
141,Dodge,Challenger,2019-11-01
75,Dodge,Challenger,2019-12-01
48,Dodge,Charger,2019-01-01
872,Dodge,Charger,2019-02-01
1021,Dodge,Charger,2019-03-01
156,Dodge,Charger,2019-04-01
403,Dodge,Charger,2019-05-01
455,Dodge,Charger,2019-06-01
460,Dodge,Charger,2019-07-01
528,Dodge,Charger,2019-08-01
88,Dodge,Charger,2019-09-01
291,Dodge,Charger,2019-10-01
248,Dodge,Charger,2019-11-01
45,Dodge,Charger,2019-12-01
1,Dodge,Dart,2019-01-01
0,Dodge,Dart,2019-02-01
0,Dodge,Dart,2019-03-01
0,Dodge,Dart,2019-04-01
0,Dodge,Dart,2019-05-01
0,Dodge,Dart,2019-06-01
0,Dodge,Dart,2019-07-01
0,Dodge,Dart,2019-08-01
0,Dodge,Dart,2019-09-01
0,Dodge,Dart,2019-10-01
0,Dodge,Dart,2019-11-01
0,Dodge,Dart,2019-12-01
700,Dodge,Durango,2019-01-01
958,Dodge,Durango,2019-02-01
957,Dodge,Durango,2019-03-01
1754,Dodge,Durango,2019-04-01
531,Dodge,Durango,2019-05-01
677,Dodge,Durango,2019-06-01
869,Dodge,Durango,2019-07-01
996,Dodge,Durango,2019-08-01
640,Dodge,Durango,2019-09-01
687,Dodge,Durango,2019-10-01
584,Dodge,Durango,2019-11-01
267,Dodge,Durango,2019-12-01
1947,Dodge,Grand Caravan,2019-01-01
2889,Dodge,Grand Caravan,2019-02-01
3370,Dodge,Grand Caravan,2019-03-01
2586,Dodge,Grand Caravan,2019-04-01
2407,Dodge,Grand Caravan,2019-05-01
2744,Dodge,Grand Caravan,2019-06-01
2484,Dodge,Grand Caravan,2019-07-01
2848,Dodge,Grand Caravan,2019-08-01
1541,Dodge,Grand Caravan,2019-09-01
1986,Dodge,Grand Caravan,2019-10-01
1689,Dodge,Grand Caravan,2019-11-01
1491,Dodge,Grand Caravan,2019-12-01
217,Dodge,Journey,2019-01-01
272,Dodge,Journey,2019-02-01
271,Dodge,Journey,2019-03-01
325,Dodge,Journey,2019-04-01
403,Dodge,Journey,2019-05-01
169,Dodge,Journey,2019-06-01
258,Dodge,Journey,2019-07-01
296,Dodge,Journey,2019-08-01
92,Dodge,Journey,2019-09-01
177,Dodge,Journey,2019-10-01
151,Dodge,Journey,2019-11-01
73,Dodge,Journey,2019-12-01
0,Dodge,Viper,2019-01-01
0,Dodge,Viper,2019-02-01
0,Dodge,Viper,2019-03-01
0,Dodge,Viper,2019-04-01
0,Dodge,Viper,2019-05-01
1,Dodge,Viper,2019-06-01
0,Dodge,Viper,2019-07-01
0,Dodge,Viper,2019-08-01
0,Dodge,Viper,2019-09-01
0,Dodge,Viper,2019-10-01
0,Dodge,Viper,2019-11-01
1,Dodge,Viper,2019-12-01
16,Fiat,124 Spider,2019-01-01
2,Fiat,124 Spider,2019-02-01
21,Fiat,124 Spider,2019-03-01
20,Fiat,124 Spider,2019-04-01
32,Fiat,124 Spider,2019-05-01
16,Fiat,124 Spider,2019-06-01
17,Fiat,124 Spider,2019-07-01
19,Fiat,124 Spider,2019-08-01
32,Fiat,124 Spider,2019-09-01
16,Fiat,124 Spider,2019-10-01
13,Fiat,124 Spider,2019-11-01
1,Fiat,124 Spider,2019-12-01
12,Fiat,500,2019-01-01
3,Fiat,500,2019-02-01
16,Fiat,500,2019-03-01
10,Fiat,500,2019-04-01
18,Fiat,500,2019-05-01
10,Fiat,500,2019-06-01
11,Fiat,500,2019-07-01
12,Fiat,500,2019-08-01
5,Fiat,500,2019-09-01
9,Fiat,500,2019-10-01
7,Fiat,500,2019-11-01
4,Fiat,500,2019-12-01
1,Fiat,500L,2019-01-01
1,Fiat,500L,2019-02-01
0,Fiat,500L,2019-03-01
1,Fiat,500L,2019-04-01
5,Fiat,500L,2019-05-01
2,Fiat,500L,2019-06-01
2,Fiat,500L,2019-07-01
2,Fiat,500L,2019-08-01
0,Fiat,500L,2019-09-01
1,Fiat,500L,2019-10-01
1,Fiat,500L,2019-11-01
0,Fiat,500L,2019-12-01
7,Fiat,500X,2019-01-01
3,Fiat,500X,2019-02-01
3,Fiat,500X,2019-03-01
3,Fiat,500X,2019-04-01
4,Fiat,500X,2019-05-01
3,Fiat,500X,2019-06-01
4,Fiat,500X,2019-07-01
4,Fiat,500X,2019-08-01
6,Fiat,500X,2019-09-01
3,Fiat,500X,2019-10-01
3,Fiat,500X,2019-11-01
7,Fiat,500X,2019-12-01
230,Ford,E-Series,2019-01-01
457,Ford,E-Series,2019-02-01
447,Ford,E-Series,2019-03-01
732,Ford,E-Series,2019-04-01
543,Ford,E-Series,2019-05-01
496,Ford,E-Series,2019-06-01
354,Ford,E-Series,2019-07-01
361,Ford,E-Series,2019-08-01
216,Ford,E-Series,2019-09-01
348,Ford,E-Series,2019-10-01
346,Ford,E-Series,2019-11-01
218,Ford,E-Series,2019-12-01
379,Ford,EcoSport,2019-01-01
637,Ford,EcoSport,2019-02-01
790,Ford,EcoSport,2019-03-01
599,Ford,EcoSport,2019-04-01
789,Ford,EcoSport,2019-05-01
951,Ford,EcoSport,2019-06-01
555,Ford,EcoSport,2019-07-01
718,Ford,EcoSport,2019-08-01
489,Ford,EcoSport,2019-09-01
535,Ford,EcoSport,2019-10-01
532,Ford,EcoSport,2019-11-01
464,Ford,EcoSport,2019-12-01
1017,Ford,Edge,2019-01-01
993,Ford,Edge,2019-02-01
1849,Ford,Edge,2019-03-01
2290,Ford,Edge,2019-04-01
2560,Ford,Edge,2019-05-01
1970,Ford,Edge,2019-06-01
1679,Ford,Edge,2019-07-01
1918,Ford,Edge,2019-08-01
1594,Ford,Edge,2019-09-01
1438,Ford,Edge,2019-10-01
1431,Ford,Edge,2019-11-01
1226,Ford,Edge,2019-12-01
2308,Ford,Escape,2019-01-01
2125,Ford,Escape,2019-02-01
3561,Ford,Escape,2019-03-01
4215,Ford,Escape,2019-04-01
4830,Ford,Escape,2019-05-01
3957,Ford,Escape,2019-06-01
3455,Ford,Escape,2019-07-01
3163,Ford,Escape,2019-08-01
3203,Ford,Escape,2019-09-01
2793,Ford,Escape,2019-10-01
2778,Ford,Escape,2019-11-01
3116,Ford,Escape,2019-12-01
133,Ford,Expedition,2019-01-01
236,Ford,Expedition,2019-02-01
303,Ford,Expedition,2019-03-01
738,Ford,Expedition,2019-04-01
597,Ford,Expedition,2019-05-01
693,Ford,Expedition,2019-06-01
291,Ford,Expedition,2019-07-01
292,Ford,Expedition,2019-08-01
323,Ford,Expedition,2019-09-01
327,Ford,Expedition,2019-10-01
325,Ford,Expedition,2019-11-01
123,Ford,Expedition,2019-12-01
810,Ford,Explorer,2019-01-01
765,Ford,Explorer,2019-02-01
965,Ford,Explorer,2019-03-01
779,Ford,Explorer,2019-04-01
781,Ford,Explorer,2019-05-01
682,Ford,Explorer,2019-06-01
663,Ford,Explorer,2019-07-01
762,Ford,Explorer,2019-08-01
748,Ford,Explorer,2019-09-01
630,Ford,Explorer,2019-10-01
927,Ford,Explorer,2019-11-01
1155,Ford,Explorer,2019-12-01
8554,Ford,F-Series,2019-01-01
8455,Ford,F-Series,2019-02-01
13098,Ford,F-Series,2019-03-01
13513,Ford,F-Series,2019-04-01
15891,Ford,F-Series,2019-05-01
15394,Ford,F-Series,2019-06-01
13862,Ford,F-Series,2019-07-01
14600,Ford,F-Series,2019-08-01
13675,Ford,F-Series,2019-09-01
10972,Ford,F-Series,2019-10-01
11068,Ford,F-Series,2019-11-01
6128,Ford,F-Series,2019-12-01
59,Ford,Fiesta,2019-01-01
28,Ford,Fiesta,2019-02-01
243,Ford,Fiesta,2019-03-01
288,Ford,Fiesta,2019-04-01
227,Ford,Fiesta,2019-05-01
357,Ford,Fiesta,2019-06-01
21,Ford,Fiesta,2019-07-01
17,Ford,Fiesta,2019-08-01
9,Ford,Fiesta,2019-09-01
13,Ford,Fiesta,2019-10-01
8,Ford,Fiesta,2019-11-01
3,Ford,Fiesta,2019-12-01
114,Ford,Flex,2019-01-01
298,Ford,Flex,2019-02-01
511,Ford,Flex,2019-03-01
332,Ford,Flex,2019-04-01
557,Ford,Flex,2019-05-01
343,Ford,Flex,2019-06-01
143,Ford,Flex,2019-07-01
82,Ford,Flex,2019-08-01
38,Ford,Flex,2019-09-01
19,Ford,Flex,2019-10-01
10,Ford,Flex,2019-11-01
45,Ford,Flex,2019-12-01
273,Ford,Focus,2019-01-01
239,Ford,Focus,2019-02-01
291,Ford,Focus,2019-03-01
284,Ford,Focus,2019-04-01
223,Ford,Focus,2019-05-01
103,Ford,Focus,2019-06-01
51,Ford,Focus,2019-07-01
36,Ford,Focus,2019-08-01
14,Ford,Focus,2019-09-01
17,Ford,Focus,2019-10-01
7,Ford,Focus,2019-11-01
7,Ford,Focus,2019-12-01
279,Ford,Fusion,2019-01-01
1087,Ford,Fusion,2019-02-01
1047,Ford,Fusion,2019-03-01
822,Ford,Fusion,2019-04-01
888,Ford,Fusion,2019-05-01
944,Ford,Fusion,2019-06-01
473,Ford,Fusion,2019-07-01
699,Ford,Fusion,2019-08-01
1041,Ford,Fusion,2019-09-01
880,Ford,Fusion,2019-10-01
456,Ford,Fusion,2019-11-01
137,Ford,Fusion,2019-12-01
0,Ford,GT,2019-01-01
0,Ford,GT,2019-02-01
0,Ford,GT,2019-03-01
0,Ford,GT,2019-04-01
0,Ford,GT,2019-05-01
3,Ford,GT,2019-06-01
0,Ford,GT,2019-07-01
0,Ford,GT,2019-08-01
2,Ford,GT,2019-09-01
0,Ford,GT,2019-10-01
0,Ford,GT,2019-11-01
2,Ford,GT,2019-12-01
221,Ford,Mustang,2019-01-01
204,Ford,Mustang,2019-02-01
580,Ford,Mustang,2019-03-01
1088,Ford,Mustang,2019-04-01
1429,Ford,Mustang,2019-05-01
1277,Ford,Mustang,2019-06-01
640,Ford,Mustang,2019-07-01
499,Ford,Mustang,2019-08-01
399,Ford,Mustang,2019-09-01
574,Ford,Mustang,2019-10-01
571,Ford,Mustang,2019-11-01
146,Ford,Mustang,2019-12-01
201,Ford,Ranger,2019-01-01
173,Ford,Ranger,2019-02-01
381,Ford,Ranger,2019-03-01
522,Ford,Ranger,2019-04-01
589,Ford,Ranger,2019-05-01
524,Ford,Ranger,2019-06-01
750,Ford,Ranger,2019-07-01
756,Ford,Ranger,2019-08-01
854,Ford,Ranger,2019-09-01
430,Ford,Ranger,2019-10-01
428,Ford,Ranger,2019-11-01
995,Ford,Ranger,2019-12-01
56,Ford,Taurus,2019-01-01
444,Ford,Taurus,2019-02-01
1120,Ford,Taurus,2019-03-01
147,Ford,Taurus,2019-04-01
101,Ford,Taurus,2019-05-01
37,Ford,Taurus,2019-06-01
12,Ford,Taurus,2019-07-01
6,Ford,Taurus,2019-08-01
10,Ford,Taurus,2019-09-01
10,Ford,Taurus,2019-10-01
4,Ford,Taurus,2019-11-01
4,Ford,Taurus,2019-12-01
931,Ford,Transit,2019-01-01
1217,Ford,Transit,2019-02-01
1704,Ford,Transit,2019-03-01
1344,Ford,Transit,2019-04-01
1595,Ford,Transit,2019-05-01
1525,Ford,Transit,2019-06-01
1433,Ford,Transit,2019-07-01
1665,Ford,Transit,2019-08-01
1668,Ford,Transit,2019-09-01
1186,Ford,Transit,2019-10-01
1179,Ford,Transit,2019-11-01
682,Ford,Transit,2019-12-01
90,Ford,Transit Connect,2019-01-01
379,Ford,Transit Connect,2019-02-01
300,Ford,Transit Connect,2019-03-01
349,Ford,Transit Connect,2019-04-01
340,Ford,Transit Connect,2019-05-01
325,Ford,Transit Connect,2019-06-01
288,Ford,Transit Connect,2019-07-01
321,Ford,Transit Connect,2019-08-01
280,Ford,Transit Connect,2019-09-01
242,Ford,Transit Connect,2019-10-01
241,Ford,Transit Connect,2019-11-01
163,Ford,Transit Connect,2019-12-01
37,Genesis,G70,2019-01-01
93,Genesis,G70,2019-02-01
93,Genesis,G70,2019-03-01
115,Genesis,G70,2019-04-01
121,Genesis,G70,2019-05-01
121,Genesis,G70,2019-06-01
107,Genesis,G70,2019-07-01
86,Genesis,G70,2019-08-01
98,Genesis,G70,2019-09-01
96,Genesis,G70,2019-10-01
75,Genesis,G70,2019-11-01
77,Genesis,G70,2019-12-01
12,Genesis,G80,2019-01-01
21,Genesis,G80,2019-02-01
22,Genesis,G80,2019-03-01
33,Genesis,G80,2019-04-01
37,Genesis,G80,2019-05-01
45,Genesis,G80,2019-06-01
28,Genesis,G80,2019-07-01
30,Genesis,G80,2019-08-01
27,Genesis,G80,2019-09-01
26,Genesis,G80,2019-10-01
19,Genesis,G80,2019-11-01
24,Genesis,G80,2019-12-01
2,Genesis,G90,2019-01-01
1,Genesis,G90,2019-02-01
0,Genesis,G90,2019-03-01
3,Genesis,G90,2019-04-01
2,Genesis,G90,2019-05-01
0,Genesis,G90,2019-06-01
7,Genesis,G90,2019-07-01
27,Genesis,G90,2019-08-01
12,Genesis,G90,2019-09-01
11,Genesis,G90,2019-10-01
11,Genesis,G90,2019-11-01
6,Genesis,G90,2019-12-01
256,GMC,Acadia,2019-01-01
292,GMC,Acadia,2019-02-01
440,GMC,Acadia,2019-03-01
458,GMC,Acadia,2019-04-01
510,GMC,Acadia,2019-05-01
385,GMC,Acadia,2019-06-01
445,GMC,Acadia,2019-07-01
465,GMC,Acadia,2019-08-01
338,GMC,Acadia,2019-09-01
340,GMC,Acadia,2019-10-01
289,GMC,Acadia,2019-11-01
139,GMC,Acadia,2019-12-01
333,GMC,Canyon,2019-01-01
381,GMC,Canyon,2019-02-01
574,GMC,Canyon,2019-03-01
597,GMC,Canyon,2019-04-01
665,GMC,Canyon,2019-05-01
502,GMC,Canyon,2019-06-01
579,GMC,Canyon,2019-07-01
606,GMC,Canyon,2019-08-01
312,GMC,Canyon,2019-09-01
415,GMC,Canyon,2019-10-01
353,GMC,Canyon,2019-11-01
219,GMC,Canyon,2019-12-01
318,GMC,Savana,2019-01-01
363,GMC,Savana,2019-02-01
547,GMC,Savana,2019-03-01
569,GMC,Savana,2019-04-01
633,GMC,Savana,2019-05-01
478,GMC,Savana,2019-06-01
552,GMC,Savana,2019-07-01
277,GMC,Savana,2019-08-01
733,GMC,Savana,2019-09-01
468,GMC,Savana,2019-10-01
398,GMC,Savana,2019-11-01
296,GMC,Savana,2019-12-01
2790,GMC,Sierra,2019-01-01
3190,GMC,Sierra,2019-02-01
4185,GMC,Sierra,2019-03-01
4748,GMC,Sierra,2019-04-01
4993,GMC,Sierra,2019-05-01
3089,GMC,Sierra,2019-06-01
3552,GMC,Sierra,2019-07-01
4957,GMC,Sierra,2019-08-01
5265,GMC,Sierra,2019-09-01
4465,GMC,Sierra,2019-10-01
3601,GMC,Sierra,2019-11-01
4011,GMC,Sierra,2019-12-01
677,GMC,Terrain,2019-01-01
774,GMC,Terrain,2019-02-01
1165,GMC,Terrain,2019-03-01
1213,GMC,Terrain,2019-04-01
1350,GMC,Terrain,2019-05-01
1019,GMC,Terrain,2019-06-01
1177,GMC,Terrain,2019-07-01
1231,GMC,Terrain,2019-08-01
867,GMC,Terrain,2019-09-01
1084,GMC,Terrain,2019-10-01
922,GMC,Terrain,2019-11-01
544,GMC,Terrain,2019-12-01
164,GMC,Yukon,2019-01-01
188,GMC,Yukon,2019-02-01
282,GMC,Yukon,2019-03-01
294,GMC,Yukon,2019-04-01
327,GMC,Yukon,2019-05-01
247,GMC,Yukon,2019-06-01
285,GMC,Yukon,2019-07-01
298,GMC,Yukon,2019-08-01
218,GMC,Yukon,2019-09-01
230,GMC,Yukon,2019-10-01
196,GMC,Yukon,2019-11-01
196,GMC,Yukon,2019-12-01
124,GMC,Yukon XL,2019-01-01
141,GMC,Yukon XL,2019-02-01
213,GMC,Yukon XL,2019-03-01
222,GMC,Yukon XL,2019-04-01
247,GMC,Yukon XL,2019-05-01
186,GMC,Yukon XL,2019-06-01
215,GMC,Yukon XL,2019-07-01
225,GMC,Yukon XL,2019-08-01
142,GMC,Yukon XL,2019-09-01
196,GMC,Yukon XL,2019-10-01
167,GMC,Yukon XL,2019-11-01
156,GMC,Yukon XL,2019-12-01
580,Honda,Accord,2019-01-01
605,Honda,Accord,2019-02-01
1121,Honda,Accord,2019-03-01
1006,Honda,Accord,2019-04-01
1443,Honda,Accord,2019-05-01
1082,Honda,Accord,2019-06-01
984,Honda,Accord,2019-07-01
1134,Honda,Accord,2019-08-01
1134,Honda,Accord,2019-09-01
1025,Honda,Accord,2019-10-01
774,Honda,Accord,2019-11-01
493,Honda,Accord,2019-12-01
3661,Honda,Civic,2019-01-01
3724,Honda,Civic,2019-02-01
6751,Honda,Civic,2019-03-01
5234,Honda,Civic,2019-04-01
6963,Honda,Civic,2019-05-01
6065,Honda,Civic,2019-06-01
5841,Honda,Civic,2019-07-01
6067,Honda,Civic,2019-08-01
5295,Honda,Civic,2019-09-01
5193,Honda,Civic,2019-10-01
3312,Honda,Civic,2019-11-01
2033,Honda,Civic,2019-12-01
15,Honda,Clarity FCV,2019-01-01
162,Honda,Clarity FCV,2019-02-01
60,Honda,Clarity FCV,2019-03-01
64,Honda,Clarity FCV,2019-04-01
221,Honda,Clarity FCV,2019-05-01
191,Honda,Clarity FCV,2019-06-01
134,Honda,Clarity FCV,2019-07-01
32,Honda,Clarity FCV,2019-08-01
11,Honda,Clarity FCV,2019-09-01
12,Honda,Clarity FCV,2019-10-01
9,Honda,Clarity FCV,2019-11-01
0,Honda,Clarity FCV,2019-12-01
2878,Honda,CR-V,2019-01-01
4139,Honda,CR-V,2019-02-01
6004,Honda,CR-V,2019-03-01
4497,Honda,CR-V,2019-04-01
5809,Honda,CR-V,2019-05-01
4254,Honda,CR-V,2019-06-01
5388,Honda,CR-V,2019-07-01
5578,Honda,CR-V,2019-08-01
4917,Honda,CR-V,2019-09-01
5710,Honda,CR-V,2019-10-01
4044,Honda,CR-V,2019-11-01
2641,Honda,CR-V,2019-12-01
419,Honda,Fit,2019-01-01
261,Honda,Fit,2019-02-01
435,Honda,Fit,2019-03-01
421,Honda,Fit,2019-04-01
504,Honda,Fit,2019-05-01
273,Honda,Fit,2019-06-01
295,Honda,Fit,2019-07-01
206,Honda,Fit,2019-08-01
252,Honda,Fit,2019-09-01
169,Honda,Fit,2019-10-01
155,Honda,Fit,2019-11-01
47,Honda,Fit,2019-12-01
970,Honda,HR-V,2019-01-01
725,Honda,HR-V,2019-02-01
982,Honda,HR-V,2019-03-01
1048,Honda,HR-V,2019-04-01
1352,Honda,HR-V,2019-05-01
1286,Honda,HR-V,2019-06-01
1200,Honda,HR-V,2019-07-01
1261,Honda,HR-V,2019-08-01
1206,Honda,HR-V,2019-09-01
1225,Honda,HR-V,2019-10-01
1077,Honda,HR-V,2019-11-01
653,Honda,HR-V,2019-12-01
20,Honda,Insight,2019-01-01
39,Honda,Insight,2019-02-01
41,Honda,Insight,2019-03-01
30,Honda,Insight,2019-04-01
66,Honda,Insight,2019-05-01
56,Honda,Insight,2019-06-01
107,Honda,Insight,2019-07-01
102,Honda,Insight,2019-08-01
86,Honda,Insight,2019-09-01
95,Honda,Insight,2019-10-01
69,Honda,Insight,2019-11-01
42,Honda,Insight,2019-12-01
568,Honda,Odyssey,2019-01-01
524,Honda,Odyssey,2019-02-01
811,Honda,Odyssey,2019-03-01
1013,Honda,Odyssey,2019-04-01
1039,Honda,Odyssey,2019-05-01
885,Honda,Odyssey,2019-06-01
915,Honda,Odyssey,2019-07-01
924,Honda,Odyssey,2019-08-01
719,Honda,Odyssey,2019-09-01
770,Honda,Odyssey,2019-10-01
635,Honda,Odyssey,2019-11-01
454,Honda,Odyssey,2019-12-01
0,Honda,Passport,2019-01-01
4,Honda,Passport,2019-02-01
265,Honda,Passport,2019-03-01
295,Honda,Passport,2019-04-01
357,Honda,Passport,2019-05-01
282,Honda,Passport,2019-06-01
240,Honda,Passport,2019-07-01
307,Honda,Passport,2019-08-01
257,Honda,Passport,2019-09-01
251,Honda,Passport,2019-10-01
254,Honda,Passport,2019-11-01
166,Honda,Passport,2019-12-01
528,Honda,Pilot,2019-01-01
492,Honda,Pilot,2019-02-01
1086,Honda,Pilot,2019-03-01
663,Honda,Pilot,2019-04-01
708,Honda,Pilot,2019-05-01
594,Honda,Pilot,2019-06-01
653,Honda,Pilot,2019-07-01
620,Honda,Pilot,2019-08-01
542,Honda,Pilot,2019-09-01
721,Honda,Pilot,2019-10-01
920,Honda,Pilot,2019-11-01
714,Honda,Pilot,2019-12-01
247,Honda,Ridgeline,2019-01-01
201,Honda,Ridgeline,2019-02-01
284,Honda,Ridgeline,2019-03-01
320,Honda,Ridgeline,2019-04-01
365,Honda,Ridgeline,2019-05-01
310,Honda,Ridgeline,2019-06-01
291,Honda,Ridgeline,2019-07-01
311,Honda,Ridgeline,2019-08-01
252,Honda,Ridgeline,2019-09-01
244,Honda,Ridgeline,2019-10-01
356,Honda,Ridgeline,2019-11-01
224,Honda,Ridgeline,2019-12-01
315,Hyundai,Accent,2019-01-01
334,Hyundai,Accent,2019-02-01
506,Hyundai,Accent,2019-03-01
743,Hyundai,Accent,2019-04-01
738,Hyundai,Accent,2019-05-01
695,Hyundai,Accent,2019-06-01
701,Hyundai,Accent,2019-07-01
435,Hyundai,Accent,2019-08-01
362,Hyundai,Accent,2019-09-01
508,Hyundai,Accent,2019-10-01
365,Hyundai,Accent,2019-11-01
287,Hyundai,Accent,2019-12-01
1899,Hyundai,Elantra,2019-01-01
1871,Hyundai,Elantra,2019-02-01
2808,Hyundai,Elantra,2019-03-01
4228,Hyundai,Elantra,2019-04-01
3948,Hyundai,Elantra,2019-05-01
3913,Hyundai,Elantra,2019-06-01
3864,Hyundai,Elantra,2019-07-01
4034,Hyundai,Elantra,2019-08-01
3565,Hyundai,Elantra,2019-09-01
3540,Hyundai,Elantra,2019-10-01
3643,Hyundai,Elantra,2019-11-01
2150,Hyundai,Elantra,2019-12-01
166,Hyundai,Ioniq,2019-01-01
141,Hyundai,Ioniq,2019-02-01
280,Hyundai,Ioniq,2019-03-01
593,Hyundai,Ioniq,2019-04-01
829,Hyundai,Ioniq,2019-05-01
384,Hyundai,Ioniq,2019-06-01
361,Hyundai,Ioniq,2019-07-01
385,Hyundai,Ioniq,2019-08-01
294,Hyundai,Ioniq,2019-09-01
171,Hyundai,Ioniq,2019-10-01
42,Hyundai,Ioniq,2019-11-01
21,Hyundai,Ioniq,2019-12-01
1211,Hyundai,Kona,2019-01-01
1854,Hyundai,Kona,2019-02-01
2717,Hyundai,Kona,2019-03-01
2348,Hyundai,Kona,2019-04-01
2743,Hyundai,Kona,2019-05-01
2255,Hyundai,Kona,2019-06-01
2084,Hyundai,Kona,2019-07-01
2320,Hyundai,Kona,2019-08-01
2127,Hyundai,Kona,2019-09-01
2132,Hyundai,Kona,2019-10-01
2253,Hyundai,Kona,2019-11-01
1773,Hyundai,Kona,2019-12-01
0,Hyundai,Nexo,2019-01-01
3,Hyundai,Nexo,2019-02-01
0,Hyundai,Nexo,2019-03-01
3,Hyundai,Nexo,2019-04-01
0,Hyundai,Nexo,2019-05-01
0,Hyundai,Nexo,2019-06-01
0,Hyundai,Nexo,2019-07-01
2,Hyundai,Nexo,2019-08-01
0,Hyundai,Nexo,2019-09-01
0,Hyundai,Nexo,2019-10-01
0,Hyundai,Nexo,2019-11-01
1,Hyundai,Nexo,2019-12-01
0,Hyundai,Palisade,2019-01-01
0,Hyundai,Palisade,2019-02-01
0,Hyundai,Palisade,2019-03-01
0,Hyundai,Palisade,2019-04-01
